item_id,instructions,context,question,option_1,option_2,option_3,option_4,option_5,prompt_text,prompt_sha256
J002514,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","A fictional machine has four flags and five actions. An action is allowed only when all of its preconditions hold. Its effects replace the specified flag values; all other flags keep their values. Actions may be repeated and each costs one action. Choose a plan with the fewest actions.

Initially: red flag on; blue flag off; green flag on; white flag on.
Action Cara: allowed when blue flag is off; its effects are that blue flag becomes off.
Action Kai: allowed when red flag is on; its effects are that blue flag becomes off.
Action Yara: allowed when white flag is off; its effects are that white flag becomes off and blue flag becomes on.
Action Ben: allowed when red flag is off; its effects are that green flag becomes off and white flag becomes off.
Action Dion: allowed when white flag is on; its effects are that red flag becomes off and green flag becomes off.",The goal is that blue flag is on. Which first action begins a shortest successful plan?,Action Kai,Action Dion,Action Cara,Action Yara,Action Ben,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

A fictional machine has four flags and five actions. An action is allowed only when all of its preconditions hold. Its effects replace the specified flag values; all other flags keep their values. Actions may be repeated and each costs one action. Choose a plan with the fewest actions.

Initially: red flag on; blue flag off; green flag on; white flag on.
Action Cara: allowed when blue flag is off; its effects are that blue flag becomes off.
Action Kai: allowed when red flag is on; its effects are that blue flag becomes off.
Action Yara: allowed when white flag is off; its effects are that white flag becomes off and blue flag becomes on.
Action Ben: allowed when red flag is off; its effects are that green flag becomes off and white flag becomes off.
Action Dion: allowed when white flag is on; its effects are that red flag becomes off and green flag becomes off.

The goal is that blue flag is on. Which first action begins a shortest successful plan?

1. Action Kai
2. Action Dion
3. Action Cara
4. Action Yara
5. Action Ben",997f259d15716628044563aee6c3d7cab96573aa73bd951f910fa8c98ed53d55
J000667,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","The five sculptures Ava, Noel, Mina, Ben and Faye have different heights. All comparisons below are true.

Ava is taller than Faye.
Ben is taller than Noel.
Ben is taller than Mina.
Ben is taller than Ava.",Which sculpture is tallest?,Faye,Ben,Noel,Ava,Mina,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

The five sculptures Ava, Noel, Mina, Ben and Faye have different heights. All comparisons below are true.

Ava is taller than Faye.
Ben is taller than Noel.
Ben is taller than Mina.
Ben is taller than Ava.

Which sculpture is tallest?

1. Faye
2. Ben
3. Noel
4. Ava
5. Mina",3ea1984c64f1c71fc0a9fc09e4aa291e9dac5bb1768c0141bc441ffcd8cb09cf
J001708,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","Each session has a start and a later finish. All the listed event times are distinct. Every temporal comparison is strict.

The event “Ben's session starts” occurs before the event “Ben's session finishes”.
The event “Ben's session finishes” occurs before the event “Ivo's session finishes”.
The event “Ivo's session starts” occurs before the event “Ben's session starts”.",How does Ben's session relate to Ivo's session?,It finishes before the other session starts,It entirely contains the other session,"They overlap, but neither session is entirely inside the other",It is entirely inside the other session,It starts after the other session finishes,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

Each session has a start and a later finish. All the listed event times are distinct. Every temporal comparison is strict.

The event “Ben's session starts” occurs before the event “Ben's session finishes”.
The event “Ben's session finishes” occurs before the event “Ivo's session finishes”.
The event “Ivo's session starts” occurs before the event “Ben's session starts”.

How does Ben's session relate to Ivo's session?

1. It finishes before the other session starts
2. It entirely contains the other session
3. They overlap, but neither session is entirely inside the other
4. It is entirely inside the other session
5. It starts after the other session finishes",3436f8703f73fdfaea56dc4b0a6c7ee06c076ffb2123f6907219a131a65191df
J002886,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","Each case has the four marks either present or absent, exactly as recorded. A rule of the form “if this, then that” is violated only when its condition holds and its required result does not. Every listed rule applies to every case.

Rule 1: If the green mark is absent, then the red mark must be present.
Rule 2: If the red mark is absent, then the white mark must be absent.
Rule 3: If the red mark is absent, then the green mark must be absent.
Case Faye: red mark present; blue mark absent; green mark present; white mark present.
Case Cara: red mark present; blue mark present; green mark absent; white mark present.
Case Omar: red mark absent; blue mark absent; green mark present; white mark absent.
Case Eli: red mark present; blue mark present; green mark present; white mark absent.
Case Ava: red mark present; blue mark absent; green mark absent; white mark absent.",Which case violates at least one of the listed rules?,Case Cara,Case Eli,Case Faye,Case Ava,Case Omar,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

Each case has the four marks either present or absent, exactly as recorded. A rule of the form “if this, then that” is violated only when its condition holds and its required result does not. Every listed rule applies to every case.

Rule 1: If the green mark is absent, then the red mark must be present.
Rule 2: If the red mark is absent, then the white mark must be absent.
Rule 3: If the red mark is absent, then the green mark must be absent.
Case Faye: red mark present; blue mark absent; green mark present; white mark present.
Case Cara: red mark present; blue mark present; green mark absent; white mark present.
Case Omar: red mark absent; blue mark absent; green mark present; white mark absent.
Case Eli: red mark present; blue mark present; green mark present; white mark absent.
Case Ava: red mark present; blue mark absent; green mark absent; white mark absent.

Which case violates at least one of the listed rules?

1. Case Cara
2. Case Eli
3. Case Faye
4. Case Ava
5. Case Omar",08c636e71b92afda7b3eef2518aacc2e63357f59dbdf9a616c023ce31611d77a
J002266,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","This is a fully deterministic machine. A gate is on exactly when its stated condition is true; otherwise it is off. Evaluate gates in numerical order, since they depend only on inputs or earlier gates. A physical override replaces the rule for the forced gate only; it does not change the inputs or earlier gates. Later gates use the forced value. Grouped conditions have their literal stated meanings.

input red is off.
input blue is on.
Gate 1, intermediate first: on exactly when input red is off.
Gate 2, intermediate second: on exactly when at least one of these statements holds: “input red is on”; “input red is on”.
Gate 3, intermediate third: on exactly when all of these statements hold: “intermediate first is off”; “intermediate first is off”.
Gate 4, Kai lamp: on exactly when at least one of these statements holds: “intermediate first is on”; “intermediate second is on”.
Gate 5, Faye lamp: on exactly when at least one of these statements holds: “intermediate third is off”; “input blue is off”.
Gate 6, Dion lamp: on exactly when all of these statements hold: “Kai lamp is off”; “intermediate second is on”.","When intermediate first is physically forced off, what is the final state of the three named lamps?",Kai lamp on; Faye lamp on; Dion lamp on,Kai lamp off; Faye lamp off; Dion lamp on,Kai lamp off; Faye lamp on; Dion lamp on,Kai lamp on; Faye lamp on; Dion lamp off,Kai lamp off; Faye lamp off; Dion lamp off,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

This is a fully deterministic machine. A gate is on exactly when its stated condition is true; otherwise it is off. Evaluate gates in numerical order, since they depend only on inputs or earlier gates. A physical override replaces the rule for the forced gate only; it does not change the inputs or earlier gates. Later gates use the forced value. Grouped conditions have their literal stated meanings.

input red is off.
input blue is on.
Gate 1, intermediate first: on exactly when input red is off.
Gate 2, intermediate second: on exactly when at least one of these statements holds: “input red is on”; “input red is on”.
Gate 3, intermediate third: on exactly when all of these statements hold: “intermediate first is off”; “intermediate first is off”.
Gate 4, Kai lamp: on exactly when at least one of these statements holds: “intermediate first is on”; “intermediate second is on”.
Gate 5, Faye lamp: on exactly when at least one of these statements holds: “intermediate third is off”; “input blue is off”.
Gate 6, Dion lamp: on exactly when all of these statements hold: “Kai lamp is off”; “intermediate second is on”.

When intermediate first is physically forced off, what is the final state of the three named lamps?

1. Kai lamp on; Faye lamp on; Dion lamp on
2. Kai lamp off; Faye lamp off; Dion lamp on
3. Kai lamp off; Faye lamp on; Dion lamp on
4. Kai lamp on; Faye lamp on; Dion lamp off
5. Kai lamp off; Faye lamp off; Dion lamp off",c94379577be8fa79a7073825cfb2f62a10879b84ad2ecaa521bff50982ad0e44
J001367,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","Wren, Luz and Ben each use exactly one locker. The lockers are named Rowan, Dune and Fern. Each locker is used by exactly one person. Assess the clues as written, including the possibility that they conflict or leave more than one answer.

Clue 1: Wren uses the Dune locker.
Clue 2: Wren uses either the Rowan locker or the Dune locker.
Clue 3: Wren uses the Rowan locker.",Which answer correctly describes Wren's locker assignment?,Only the Fern locker,No assignment satisfies all the clues,Only the Dune locker,Only the Rowan locker,More than one locker remains possible,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

Wren, Luz and Ben each use exactly one locker. The lockers are named Rowan, Dune and Fern. Each locker is used by exactly one person. Assess the clues as written, including the possibility that they conflict or leave more than one answer.

Clue 1: Wren uses the Dune locker.
Clue 2: Wren uses either the Rowan locker or the Dune locker.
Clue 3: Wren uses the Rowan locker.

Which answer correctly describes Wren's locker assignment?

1. Only the Fern locker
2. No assignment satisfies all the clues
3. Only the Dune locker
4. Only the Rowan locker
5. More than one locker remains possible",2a69582f6e56337732c31ae06c5e48cd5363f01a5096226513ffb48252f1d53e
J002297,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","This is a fully deterministic machine. A gate is on exactly when its stated condition is true; otherwise it is off. Evaluate gates in numerical order, since they depend only on inputs or earlier gates. A physical override replaces the rule for the forced gate only; it does not change the inputs or earlier gates. Later gates use the forced value. Grouped conditions have their literal stated meanings.

input red is off.
input blue is on.
Gate 1, intermediate first: on exactly when input red is on.
Gate 2, intermediate second: on exactly when all of these statements hold: “input red is on”; “input red is off”.
Gate 3, intermediate third: on exactly when all of these statements hold: “input blue is off”; “intermediate second is on”.
Gate 4, intermediate fourth: on exactly when all of these statements hold: “intermediate second is off”; “input blue is on”.
Gate 5, Gus lamp: on exactly when all of these statements hold: “intermediate first is off”; “intermediate third is off”.
Gate 6, Ava lamp: on exactly when all of these statements hold: “intermediate fourth is off”; “input red is off”.
Gate 7, Vera lamp: on exactly when at least one of these statements holds: “Ava lamp is off”; “intermediate second is on”.","When intermediate fourth is physically forced off, what is the final state of the three named lamps?",Gus lamp on; Ava lamp on; Vera lamp off,Gus lamp off; Ava lamp off; Vera lamp off,Gus lamp off; Ava lamp on; Vera lamp on,Gus lamp on; Ava lamp off; Vera lamp on,Gus lamp off; Ava lamp on; Vera lamp off,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

This is a fully deterministic machine. A gate is on exactly when its stated condition is true; otherwise it is off. Evaluate gates in numerical order, since they depend only on inputs or earlier gates. A physical override replaces the rule for the forced gate only; it does not change the inputs or earlier gates. Later gates use the forced value. Grouped conditions have their literal stated meanings.

input red is off.
input blue is on.
Gate 1, intermediate first: on exactly when input red is on.
Gate 2, intermediate second: on exactly when all of these statements hold: “input red is on”; “input red is off”.
Gate 3, intermediate third: on exactly when all of these statements hold: “input blue is off”; “intermediate second is on”.
Gate 4, intermediate fourth: on exactly when all of these statements hold: “intermediate second is off”; “input blue is on”.
Gate 5, Gus lamp: on exactly when all of these statements hold: “intermediate first is off”; “intermediate third is off”.
Gate 6, Ava lamp: on exactly when all of these statements hold: “intermediate fourth is off”; “input red is off”.
Gate 7, Vera lamp: on exactly when at least one of these statements holds: “Ava lamp is off”; “intermediate second is on”.

When intermediate fourth is physically forced off, what is the final state of the three named lamps?

1. Gus lamp on; Ava lamp on; Vera lamp off
2. Gus lamp off; Ava lamp off; Vera lamp off
3. Gus lamp off; Ava lamp on; Vera lamp on
4. Gus lamp on; Ava lamp off; Vera lamp on
5. Gus lamp off; Ava lamp on; Vera lamp off",63472fce734e92be77942c81e6e44307ea68282f104873cf9e49ac629edc9864
J001125,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","A prize is in exactly one of five chests: Fern, Amber, Iris, Willow and Birch. Exactly three of the numbered inscriptions below are true.

Inscription 1: The prize is in the Fern chest or the Willow chest.
Inscription 2: The prize is in neither the Iris chest nor the Birch chest.
Inscription 3: The prize is in the Fern chest or the Birch chest.
Inscription 4: The prize is in the Fern chest or the Amber chest.
Inscription 5: The prize is in the Willow chest.
Inscription 6: The prize is in neither the Fern chest nor the Iris chest.",Which chest contains the prize?,Amber chest,Willow chest,Fern chest,Birch chest,Iris chest,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

A prize is in exactly one of five chests: Fern, Amber, Iris, Willow and Birch. Exactly three of the numbered inscriptions below are true.

Inscription 1: The prize is in the Fern chest or the Willow chest.
Inscription 2: The prize is in neither the Iris chest nor the Birch chest.
Inscription 3: The prize is in the Fern chest or the Birch chest.
Inscription 4: The prize is in the Fern chest or the Amber chest.
Inscription 5: The prize is in the Willow chest.
Inscription 6: The prize is in neither the Fern chest nor the Iris chest.

Which chest contains the prize?

1. Amber chest
2. Willow chest
3. Fern chest
4. Birch chest
5. Iris chest",9b7cfbf8ae9d79a895683a73984ea5bf2d685263ae222fdc7418c445873d0add
J001801,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","Each session has a start and a later finish. All the listed event times are distinct. Every temporal comparison is strict.

The event “the bronze bell rings” occurs before the event “Uma's session finishes”.
The event “the copper bell rings” occurs before the event “the bronze bell rings”.
The event “the silver bell rings” occurs before the event “the copper bell rings”.
The event “Uma's session starts” occurs before the event “the silver bell rings”.
The event “Vera's session starts” occurs before the event “Uma's session starts”.
The event “Uma's session finishes” occurs before the event “Vera's session finishes”.",How does Uma's session relate to Vera's session?,It starts after the other session finishes,It is entirely inside the other session,It finishes before the other session starts,"They overlap, but neither session is entirely inside the other",It entirely contains the other session,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

Each session has a start and a later finish. All the listed event times are distinct. Every temporal comparison is strict.

The event “the bronze bell rings” occurs before the event “Uma's session finishes”.
The event “the copper bell rings” occurs before the event “the bronze bell rings”.
The event “the silver bell rings” occurs before the event “the copper bell rings”.
The event “Uma's session starts” occurs before the event “the silver bell rings”.
The event “Vera's session starts” occurs before the event “Uma's session starts”.
The event “Uma's session finishes” occurs before the event “Vera's session finishes”.

How does Uma's session relate to Vera's session?

1. It starts after the other session finishes
2. It is entirely inside the other session
3. It finishes before the other session starts
4. They overlap, but neither session is entirely inside the other
5. It entirely contains the other session",dd330239b687256c938ec6672283576f9e8b9db05fc4d118ca7d11c408f0eb24
J003103,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","Exactly one of five components, Uma, Pia, Wren, Tess and Jia, is faulty. All other components work. Each probe has the complete deterministic behaviour stated below. A probe glows only for the listed faulty components; otherwise it stays dark. All observations are reliable.

Probe 1: it glows when the faulty component is Uma, Wren or Jia. Observed result: glowing.
Probe 2: it glows when the faulty component is Uma, Pia, Tess or Jia. Observed result: glowing.
Probe 3: it glows when the faulty component is Tess or Jia. Observed result: dark.",Which component is faulty?,Uma,Tess,Jia,Wren,Pia,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

Exactly one of five components, Uma, Pia, Wren, Tess and Jia, is faulty. All other components work. Each probe has the complete deterministic behaviour stated below. A probe glows only for the listed faulty components; otherwise it stays dark. All observations are reliable.

Probe 1: it glows when the faulty component is Uma, Wren or Jia. Observed result: glowing.
Probe 2: it glows when the faulty component is Uma, Pia, Tess or Jia. Observed result: glowing.
Probe 3: it glows when the faulty component is Tess or Jia. Observed result: dark.

Which component is faulty?

1. Uma
2. Tess
3. Jia
4. Wren
5. Pia",6d53456bcee7fda4f199c491b07a9746c6b08f28e39e92c971a5ab7e2abf111a
J002390,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","A fictional sorting service uses priority rules. A smaller priority number takes precedence. Apply only the highest-priority rule whose condition is true. The fallback applies when no earlier rule matches. Evaluate priority numbers, not printed order.

urgent flag is off.
signed flag is off.
local flag is on.
fragile flag is off.
Priority 1: when at least one of these statements holds: “fragile flag is on”; “urgent flag is off”, route to Ivo queue.
Priority 2: when all of these statements hold: “signed flag is off”; “fragile flag is on”, route to Mina queue.
Priority 3: when all of these statements hold: “fragile flag is on”; “urgent flag is off”, route to Uma queue.
Priority 4: when at least one of these statements holds: “local flag is on”; “fragile flag is on”, route to Ava queue.
Priority 5: always, as the fallback, route to Ivo queue.",Which queue must receive the item?,Ivo queue,Uma queue,Hana queue,Mina queue,Ava queue,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

A fictional sorting service uses priority rules. A smaller priority number takes precedence. Apply only the highest-priority rule whose condition is true. The fallback applies when no earlier rule matches. Evaluate priority numbers, not printed order.

urgent flag is off.
signed flag is off.
local flag is on.
fragile flag is off.
Priority 1: when at least one of these statements holds: “fragile flag is on”; “urgent flag is off”, route to Ivo queue.
Priority 2: when all of these statements hold: “signed flag is off”; “fragile flag is on”, route to Mina queue.
Priority 3: when all of these statements hold: “fragile flag is on”; “urgent flag is off”, route to Uma queue.
Priority 4: when at least one of these statements holds: “local flag is on”; “fragile flag is on”, route to Ava queue.
Priority 5: always, as the fallback, route to Ivo queue.

Which queue must receive the item?

1. Ivo queue
2. Uma queue
3. Hana queue
4. Mina queue
5. Ava queue",668e4bdf420b5f65e4d1e41efb7507abac10f15ad5587cbebf054b278a66d6d4
J000873,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","Gus, Yara, Luz, Ben and Eli each give one presentation. Exactly one presentation takes place on each weekday from Monday through Friday. The schedule must satisfy every numbered clue.

Clue 1: Yara presents on Thursday.
Clue 2: Luz does not present on Friday.
Clue 3: Luz does not present on Wednesday.
Clue 4: Gus presents earlier in the week than Ben.
Clue 5: Ben presents earlier in the week than Eli.",On which day does Ben present?,Monday,Thursday,Friday,Tuesday,Wednesday,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

Gus, Yara, Luz, Ben and Eli each give one presentation. Exactly one presentation takes place on each weekday from Monday through Friday. The schedule must satisfy every numbered clue.

Clue 1: Yara presents on Thursday.
Clue 2: Luz does not present on Friday.
Clue 3: Luz does not present on Wednesday.
Clue 4: Gus presents earlier in the week than Ben.
Clue 5: Ben presents earlier in the week than Eli.

On which day does Ben present?

1. Monday
2. Thursday
3. Friday
4. Tuesday
5. Wednesday",af16c8ab3c0e13326367fe71c1671dca76519b60bfb0771c92a9caee108f5d05
J001646,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.","Five name cards start in this left-to-right order: Pia, Noel, Zane, Gus, Quin. Carry out the numbered steps in numerical order. Positions always refer to the current order, not the initial order.

Step 1: Reverse the whole left-to-right order.
Step 2: Reverse the whole left-to-right order.
Step 3: Reverse the whole left-to-right order.
Step 4: Move the last card to the first position, keeping the order of the others.
Step 5: Move the last card to the first position, keeping the order of the others.
Step 6: Swap the first and last cards; leave the others in place.",Which name is in the fifth position at the end?,Zane,Pia,Quin,Gus,Noel,"Use only the information in this problem. Apply its stated rules exactly. Choose exactly one of the five numbered options. Choose a final answer, not an explanation. Do not assume an unstated fact.

Five name cards start in this left-to-right order: Pia, Noel, Zane, Gus, Quin. Carry out the numbered steps in numerical order. Positions always refer to the current order, not the initial order.

Step 1: Reverse the whole left-to-right order.
Step 2: Reverse the whole left-to-right order.
Step 3: Reverse the whole left-to-right order.
Step 4: Move the last card to the first position, keeping the order of the others.
Step 5: Move the last card to the first position, keeping the order of the others.
Step 6: Swap the first and last cards; leave the others in place.

Which name is in the fifth position at the end?

1. Zane
2. Pia
3. Quin
4. Gus
5. Noel",d70333f301b6152f5af3a1cd5633f8db340ba6ee5a8157b99bb0e50280887e4b
